label,type,domain
0,alexa,nlgamn.org
0,alexa,workhappier.tumblr.com
1,nymaim,violationscrack.in
1,corebot,ibydohgfajs0k0kp72u.ddns.net
1,fobber,ptcoxwjvbw.com
1,emotet,dqnxtilavqphdjmk.eu
0,alexa,nwcryobank.com
0,alexa,vk-m.ru
0,alexa,youtubic.ru
1,ranbyus,aedxymrpcwhoxrxvg.me
1,corebot,7rcnkni01jmbwdclmpy.ddns.net
1,suppobox,forwardreceive.net
1,ramnit,vcxkrwxlbgdtvihy.com
0,alexa,jacofer.com.ar
1,cryptolocker,rfwudfiosppm.org
0,alexa,theartofbooks.com
1,conficker,fsluen.com.py
0,alexa,aynam.es.kr
1,qadars,wucy8uo2wy82.org
1,conficker,ewhjbixy.co.kr
0,alexa,barefeetinthekitchen.com
1,matsnu,capitalmistakespiteleague.com
1,ranbyus,vilkngowoqmnqhhvq.su
0,alexa,idermatolog.net
0,alexa,freesharecodes.com
0,alexa,worldwidebusinesscentre.com
0,alexa,clearstorycreative.com
1,dircrypt,ouamkhyaqxndtsr.com
0,alexa,costlocker.com
0,alexa,esthersfollies.com
0,alexa,ntsp.com
0,alexa,homefires.com
0,alexa,isceast.com
1,padcrypt,encnbemdodkcdcnf.com
0,alexa,consumersinternational.org
1,cryptolocker,jftgbeqpcoje.biz
0,alexa,allfreepapercrafts.com
0,alexa,renesola.com
0,alexa,oragir.info
1,symmi,docuenvopuw.ddns.net
0,alexa,hamisun.ir
1,dircrypt,akvxdzmteigkuywr.com
1,nymaim,sportsdoctor.eu
0,alexa,becas2017.com
1,simda,maxetof.info
0,alexa,weetransfer.com
1,fobber,pqeymdkufc.com
1,emotet,fkysupdqyxdakxip.eu
1,nymaim,restoration-nasty.hn
1,emotet,syxbldhhnodkfnjg.eu
0,alexa,ros-kit.ru
0,alexa,rfu.com
0,alexa,megabass.it
1,ranbyus,mgodfoptdhwvevuul.com
1,conficker,fwtbomn.ae
1,kraken,djigfe.mooo.com
1,qadars,iwy02sa02km8.top
0,alexa,tortugaswiki.com
1,ramnit,hpcfhnbduy.com
0,alexa,javbraze.com
1,kraken,vbhqvlt.com
0,alexa,touchyourclientsheart.com
0,alexa,kill-the-game.com
1,pykspa,aclcqsuiwcymao.biz
0,alexa,hitnotifier.com
0,alexa,dessinemoileco.com
0,alexa,deasarms.sk
0,alexa,acvp.org
0,alexa,alcomonlinesystems.com
0,alexa,sedakiloverdi.site
1,necurs,dujjjlnsbr.im
1,pushdo,lipaheac.ru
1,conficker,yuwl.to
1,emotet,cslmthldopylhkwx.eu
1,vawtrak,olurgatloh.com
1,pykspa,ywdeucuiwcymao.info
0,alexa,sonicplate.net
0,alexa,vng.nl
1,tinba,cddlldgooncb.com
1,padcrypt,fbfbdlamdnddffed.net
0,alexa,akakura.gr.jp
1,rovnix,z8xylsm3ebfkbe7lcb.biz
0,alexa,usaaroundtheworldnews.com
0,alexa,almurabbi-academy.com
1,pykspa,vqcsnafox.cc
1,simda,vofymyk.com
0,alexa,iuec2.com
0,alexa,crxmouse.com
0,alexa,bibliotecalazzerini.prato.it
0,alexa,gaysexhd.net
1,rovnix,36gyatfn4jue8t1f1p.cn
1,pykspa,umvosqeoya.info
0,alexa,automatesurvey.com
0,alexa,principle-c.com
1,dircrypt,idrhuvdtqf.com
1,kraken,aajlfpophlz.net
0,alexa,spiritlibrary.com
0,alexa,empires-and-puzzles.blogspot.com
0,alexa,entitledbrewing.com
0,alexa,1xbahis10.top
1,padcrypt,coclelcbfdmfboel.com
0,alexa,hirooka-g.co.jp
1,ranbyus,ehehubujwhnrgvwtp.me
0,alexa,bocharik.livejournal.com
0,alexa,arunranga.com
0,alexa,fianceebodas.com
0,alexa,sms-info.eu
0,alexa,casinouk.online
0,alexa,contract-alert.com
1,gozi,papaeilleavariciamsixii.com
1,necurs,kqnxfleceqxcjtusb.de
0,alexa,realitnikomora.cz
0,alexa,tractionnext.com
1,rovnix,8i61d3atvxefesaa2k.biz
0,alexa,hawaiianbeachrentals.com
0,alexa,22web.org
1,conficker,ezqz.cz
1,dircrypt,zyhxorci.com
0,alexa,tlkur.com
0,alexa,jesseelder.com
0,alexa,barletta-andria-trani.it
1,padcrypt,dbaolablefakcllo.de
0,alexa,malliaris.gr
0,alexa,cnpowder.com.cn
0,alexa,anon-sms.com
0,alexa,puffy.com
1,fobber,nfnyybxzcx.com
1,suppobox,sundaytuesday.net
0,alexa,coautilities.com
0,alexa,obseques-infos.com
1,gozi,papacasredimuntquamquil.com
1,rovnix,cac1lr7a7431sgffn3.net
0,alexa,mworkerhouse.ir
0,alexa,jardines.com
1,vawtrak,somowga.com
1,nymaim,regarddenver.by
1,dircrypt,kfyebzcsovsvjbgjmsj.com
0,alexa,turismoenalbacete.com
1,nymaim,township-dependence.ki
1,qadars,mwy4qois2824.net
0,alexa,stili.pl
1,vawtrak,sumuwgaheds.com
1,necurs,bkiuelpyudxpjaxve.ga
0,alexa,seplatpetroleum.com
1,fobber,lgdfbbwymz.com
1,simda,marutik.info
1,vawtrak,somawnohudd.com
0,alexa,freestylebikes.co.uk
0,alexa,ssia.org
1,rovnix,4p83pf8migzz1o2urx.com
1,tinba,kblpsluymmmt.biz
0,alexa,swiftiostutorials.com
1,qadars,0642gicawuki.org
0,alexa,concursovirtual.com.br
1,matsnu,marriagerequiremarchshow.com
0,alexa,theomegaproject.org
0,alexa,magnitola.by
0,alexa,yscnia.com
1,suppobox,mariabellawhittemore.net
1,suppobox,glanvillecharisma.net
1,vawtrak,safinwicas.com
0,alexa,clickfrenzystore.com
0,alexa,squareroot.ie
0,alexa,ganttxl.com
0,alexa,radetali.ru
1,gozi,quivocabuliliceautemhlic.com
1,corebot,w25vo2e0101xahm6yvs.ddns.net
1,conficker,bnzv.com.jm
1,nymaim,tomatoeshotel.am
1,simda,vinedem.info
1,rovnix,sy6bgc2d111b8xj1by.ru
1,ranbyus,rkuqqbkibcjotpuge.me
1,suppobox,whichreach.net
0,alexa,netnerds.net
1,simda,jewamaj.info
0,alexa,mengfoot.com
0,alexa,bishtao.kg
0,alexa,rewish.jp
0,alexa,laguenak.com
0,alexa,onlinefreetools.com
1,ramdo,gmuseausukwkscqc.org
1,ranbyus,fsxsskmykapjeaupk.cc
1,ramdo,sosuosmwaymiiwgm.org
1,murofet,kyoqc59hsjrgrd40p22m29jzbqo51bwo51kxn50.biz
1,corebot,7tohwboxmlc2o81.ddns.net
0,alexa,seogan.ru
1,emotet,khglnjbeaqaunldx.eu
0,alexa,artemenko.net
0,alexa,pharmacygeoff.md
0,alexa,thepixelbeard.com
1,padcrypt,nmeakflbnabflddm.com
1,simda,magovef.info
1,ramnit,yhewyyrttmxjldxq.com
0,alexa,fuguluggage.com
1,murofet,fqb38b68gqdzozn40dxiunzoshwlwp32csnw.net
0,alexa,accutracking.com
0,alexa,djv.de
1,ramdo,aakckgmmacwuiowu.org
0,alexa,all-consulting.ch
0,alexa,bubt.ac.bd
1,murofet,kokjnsabxbfoxnlo.com
0,alexa,silkart.com.tw
1,nymaim,scottishdownloaded.net
1,fobber,weygbqyxfw.com
1,symmi,espoahah.ddns.net
1,ramdo,emmiiyuuwayiiuuo.org
0,alexa,mandarinaduck.co.kr
1,cryptolocker,kfcamehmwikh.org
0,alexa,vietgame.asia
0,alexa,burst4all.com
0,alexa,webinterpret.com
1,suppobox,afterstock.net
0,alexa,bettertogether.ie
1,pykspa,ysfaok.info
0,alexa,naomismalls.com
0,alexa,thechimeramagazine.com
0,alexa,crecise.gov.br
1,corebot,edyxi03j7ry4k27.ddns.net
1,vawtrak,unitsacni.com
0,alexa,aftabejonoob.ir
1,suppobox,catharinephilomena.net
0,alexa,xxx-sharing.net
1,ramdo,qkgowskcqsoaqmac.org
1,murofet,movgkvsmlvlmwwj.com
1,ramdo,iqqickcugacskoaq.org
1,suppobox,mariabellaphilomena.net
0,alexa,intuz.com
1,emotet,hefuagjeanrtilth.eu
0,alexa,mastopatiya.com
0,alexa,xn--48jvbwbxfr495bq0d.tokyo
1,fobber,ncuzpjtjcv.com
1,symmi,cecoirefdo.ddns.net
1,necurs,dbtqwtodmcm.ir
1,corebot,iheva2183hwhsnibwfw.ddns.net
1,ranbyus,svbihqxlvbgectjxa.me
0,alexa,clubcisco.ro
0,alexa,52yese.cz.cc
0,alexa,3dlat.net
0,alexa,teknokibo.com
0,alexa,mon-bagage-cabine.com
0,alexa,institute-london.co.uk
1,pykspa,mcpudufqbex.cc
0,alexa,seehow.com.cn
0,alexa,deenortoncenter.org
1,qadars,82ky4e8agyoe.net
1,qadars,mwqwyoio2s6w.org
0,alexa,melticecreams.com
0,alexa,rigonline.ru
1,gozi,reconciliaturrelecclest.com
0,alexa,ilo.org
1,padcrypt,fkaldcfkokblodfn.com
1,simda,puryxuv.com
0,alexa,jeiquizz.com
1,ramnit,srrpkdxxamnjpmqdat.com
1,tinba,gldujjospeby.ru
0,alexa,castingnet.jp
1,dircrypt,brrerchiz.com
0,alexa,nationalautobody.com
0,alexa,havana126.net
0,alexa,samata.us
0,alexa,giftstogirl.com
0,alexa,rcindependent.com
1,dircrypt,dirhxjsuv.com
0,alexa,aylida.com
1,ramdo,ceiiuuksgoykyoog.org
1,matsnu,reliefrentscorereservearm.com
1,qadars,qc2w20acm0mw.top
0,alexa,pylones.com
0,alexa,recercaenaccio.cat
0,alexa,verlobung-hochzeit.de
0,alexa,caissallc.com
0,alexa,xthedivide.org
1,suppobox,thosecourse.net
1,conficker,bvskdp.com.gt
0,alexa,cosplayforum.com
1,pykspa,bajwrcn.cc
1,ramdo,emuesyqkeaiiigwc.org
0,alexa,visitharrogate.co.uk
0,alexa,indian-femdom.com
1,padcrypt,kobdadflfbkkneda.com
0,alexa,datoid.com
1,kraken,pdcyjmezabp.tv
1,simda,pupylol.com
1,gozi,redimereabsolutionemet.com
1,fobber,mhxuqtlhbg.com
0,alexa,worklifeonline.ws
1,emotet,jlfbwvxciiyuvvbj.eu
1,pykspa,scrcvcuiwcymao.biz
1,ramnit,ptfjytevgp.com
1,suppobox,jacquelinepettigrew.net
0,alexa,tiefenbrunn.com
1,fobber,upbgslnpqo.com
0,alexa,heritagesports.eu
1,gozi,paronoseuangsua.com
0,alexa,lac-bac.gc.ca
1,ramdo,aaaskawmskmwqqka.org
1,murofet,keqrwcuymrdypdyhxngaonn.com
0,alexa,fullyhd.com
1,necurs,bdwwyqryxhhq.ru
1,fobber,uayuzlrmtn.com
0,alexa,youngsmallpics.com
0,alexa,sepmobile.ro
1,kraken,cyvxqgilws.com
0,alexa,civicaepay.co.uk
0,alexa,absolit.de
0,alexa,pharmacyonclick.gr
0,alexa,necroiptv.com
1,ramdo,usukigkgsakicume.org
0,alexa,twoja-praga.pl
0,alexa,thabyay.org
1,simda,vocub.eu
0,alexa,blicksta.de
0,alexa,netcad.com.tr
1,vawtrak,wihislafaw.com
0,alexa,zylofonmediaonline.com
0,alexa,clubfinds.com
0,alexa,ignited.academy
1,conficker,dxpah.com.gl
1,corebot,q67re8idupudgbmps0kxe2k.ddns.net
0,alexa,osc.org
1,ranbyus,lttyxrvdhtggdyuct.cc
0,alexa,educheck.de
1,padcrypt,bffddbffcaceoecd.co
0,alexa,ms-industrie.de
1,symmi,sikaceoksequuq.ddns.net
1,fobber,pdaejuhqzp.com
1,emotet,mnwarbehuhwqhrwv.eu
0,alexa,101010nr.com
0,alexa,pressure-pro.com
0,alexa,schroleconnect.com
0,alexa,omranpooya.com
0,alexa,awesomeshayari.com
1,symmi,adinebca.ddns.net
0,alexa,davidsenshop.dk
0,alexa,forum308.com
0,alexa,braileonline.com.br
0,alexa,sefid.net
1,corebot,m270ons6els03dcb34sj14e.ddns.net
0,alexa,evansdrumheads.com
1,pykspa,cklphsuiwcymao.info
1,matsnu,meetinganticipatecakeimply.com
0,alexa,7850k.com
0,alexa,thesaltymarshmallow.com
0,alexa,semaedi.com.br
0,alexa,terminalrodoviariodebelem.com.br
1,pykspa,mwxiyqeoya.info
0,alexa,themaoptical.com
0,alexa,imagingcraft.com
0,alexa,aioninfinite.ru
1,symmi,tasupoopu.ddns.net
1,pykspa,pqakfsfox.cc
0,alexa,handong.edu
1,pushdo,gabaporo.ru
0,alexa,hizlisaat.com.tr
0,alexa,radiofobia.com.br
1,matsnu,pacebeofficercakefunction.com
0,alexa,xn--2016arklar-3ub26c.com
1,ramdo,uoemsyswiqmukyie.org
1,cryptolocker,uxthhdxilsycvki.info
0,alexa,fullmobilemovies.org
1,ranbyus,abasbkpbuyqvggftd.tw
0,alexa,batterygiant.com
1,gozi,youconfessionalia.com
1,rovnix,zejlwq8otwfhqwqyac.biz
0,alexa,ifoodie.tw
1,pykspa,geouvsiugkeq.net
1,fobber,iyrukkhmrs.com
1,suppobox,wilhelminaphilomena.net
1,pushdo,mukosasi.ru
0,alexa,prosight.sk
1,dircrypt,xcgxokfzmw.com
0,alexa,pro-techsuspension.com
0,alexa,humlog.co.in
1,ramdo,oggceagmucwowkcc.org
0,alexa,ps9.com.br
1,qadars,kuwacyoioyk2.org
1,suppobox,pickcity.net
0,alexa,flash98.ir
0,alexa,gra.gov.gh
0,alexa,emperial.sg
1,symmi,uvaxluufeqcuxi.ddns.net
1,tinba,bpyrbyppxxxk.us
0,alexa,amitabhagupta.wordpress.com
0,alexa,mybenefitelection.com
1,ramdo,uoooemsgcqwmiewy.org
1,suppobox,brooklynnkimberly.net
0,alexa,mirputeshestvij.ru
1,qadars,8uc2c6ky8aw2.net
1,suppobox,catherinaelizabeth.net
1,vawtrak,hewafdar.com
0,alexa,daneagan.com
0,alexa,tuinternet.com
1,dircrypt,njytibdaw.com
0,alexa,unitek-it.com
1,cryptolocker,qlqvgwbahajq.info
1,tinba,fgboxxmtgfil.bit
1,pykspa,pdbipafox.org
1,gozi,ecclesiispotredimsuntp.com
0,alexa,inclouddrive.com
0,alexa,warranty.co.in
0,alexa,mediumpimpin.com
1,necurs,brmhnvkqoyuc.cm
0,alexa,thetvaddict.com
0,alexa,quadrigacx.com
0,alexa,infokerja-kaltim.com
1,fobber,zjargzjhvc.com
0,alexa,diarilaveu.com
1,ramnit,bfwbsiscr.com
0,alexa,fitjiva.com
1,corebot,k45v1bm0qv54cb36e6sr1fy.ddns.net
0,alexa,intostudy.com
1,simda,rynucalagew.eu
0,alexa,alinatur.ru
1,kraken,wncukolqi.dynserv.com
0,alexa,thomhartmann.com
0,alexa,dominateyouryear.net
0,alexa,twitturk.com
1,kraken,saxmeuix.cc
1,pushdo,ladugviw.ru
0,alexa,multmult.ru
0,alexa,opencart-ir.com
0,alexa,miss-id.jp
1,matsnu,list-drink-jacket.com
1,tinba,eurkdirhhlfy.biz
1,cryptolocker,evassqaprsgccjx.info
0,alexa,la-familia.es
0,alexa,tiletec.sk
1,matsnu,weatherdumplearnboxrequire.com
0,alexa,patriotnews.uk
0,alexa,ariel-krakow.pl
0,alexa,offerteperte.net
0,alexa,destinyhealing.net
0,alexa,qhe.ir
0,alexa,adultcomicsonly.com
0,alexa,onyourmark.nyc
1,rovnix,yhhmfiosgfi6ew27z4.com
0,alexa,tahe.es
0,alexa,ameli.com
1,cryptolocker,qyliciunkjjpsr.org
1,vawtrak,fedacwumdeh.com
1,dircrypt,oprsgekliuevrz.com
0,alexa,searchftps.net
1,nymaim,tracker-medieval.it
0,alexa,gni.com.ar
1,qadars,qse460mwiwu4.net
1,conficker,ajxzjreoh.md
1,fobber,mdtovrvgyl.com
1,corebot,wt38cbit3bstc0u.ddns.net
0,alexa,wbsec.gov.in
0,alexa,tokapp.com
0,alexa,tps138.com
0,alexa,skleptytoniowy.pl
0,alexa,cyanmod.pl
1,qadars,cq4isqoekmwa.net
0,alexa,threadandneedles.org
0,alexa,detibazar.cz
1,suppobox,triedcloth.net
0,alexa,econpage.com
1,qadars,o68q4ioigiki.top
1,emotet,ngunxcycquawhkdx.eu
1,cryptolocker,bkhsfexmgdqhlao.info
0,alexa,agrofy.com.ar
0,alexa,mistress.agency
1,nymaim,suggestsmembers.tf
1,suppobox,christinacharnette.net
1,padcrypt,aomkacdooamcelnf.info
0,alexa,aperfectvape.com
1,padcrypt,fnfoadcmflembomo.org
1,tinba,ttsnfckhrohq.biz
1,emotet,wqxevwwpyuwvfbqw.eu
1,necurs,pmildmna.nf
0,alexa,billingjapan.co.jp
1,tinba,kcufqpxymucp.space
0,alexa,addlance.com
1,emotet,nodiaylmrcyyubhx.eu
0,alexa,dynamicresume.in
0,alexa,imageup.info
0,alexa,abell.com
0,alexa,hbcnews.kr
1,dircrypt,fdssyzhnz.com
0,alexa,kotuch.ru
0,alexa,39sdh.com
0,alexa,sovideosfixes.net
0,alexa,bestcreativity.com
0,alexa,cultureofhealth.org
1,cryptolocker,stfapqqlrapt.biz
0,alexa,21facesinc.com
1,qadars,qs6064ywu0io.net
0,alexa,ace-tv.co.uk
0,alexa,bkwinline5.com
0,alexa,superate20.edu.co
1,pushdo,digeanat.ru
1,suppobox,evangelinamalandra.net
1,suppobox,whichhouse.net
0,alexa,thenetwork.lu
0,alexa,leadsoneclick.com
1,gozi,remissionempaeodem.com
1,fobber,tyrybaeklq.com
0,alexa,amgrais.ru
0,alexa,elitefreak.net
0,alexa,digital-scurf.org
0,alexa,online-kvn.ru
1,qadars,qg68u0y4ecm4.top
0,alexa,artioscollege.org
1,corebot,7podspifafw4aby.ddns.net
1,simda,naretuk.info
1,emotet,cwkkulsrulxydvyt.eu
0,alexa,ekonomiyontem.com.tr
0,alexa,moelong.com
1,tinba,mlwtmefkkejj.biz
0,alexa,franchiseclique.com
1,necurs,spjkynr.ir
0,alexa,ttk.com.mk
1,tinba,gfjbrqdnvxoc.com
0,alexa,conpdepadel.com
0,alexa,chacabuquero.com.ar
0,alexa,idmb.com
1,emotet,vkrxnteovhnrmhyk.eu
1,ramnit,qxaedyjpnrxfpsspc.com
1,fobber,twnhoxjafq.com
1,kraken,penxhru.mooo.com
0,alexa,flashbackmagazin.de
1,ramdo,ceeqyyagouokgyog.org
0,alexa,tune.de
0,alexa,playzoukantilles.com
0,alexa,ubuntusoft.com
1,ramnit,opyltkjvmefjeygmlb.com
1,padcrypt,ecdbmffmoabffbac.co.uk
0,alexa,mediadecathlon.com
0,alexa,programsaty.com
1,nymaim,sucking-portable.cn
0,alexa,maxformula.com.br
0,alexa,myschoolapps.com
1,padcrypt,dlcfemldkmfdcdbc.website
1,padcrypt,ockkfacmflccamnd.co.uk
1,murofet,mzk57jwg53cwdqbrazjsiul48dzlqk27muir.net
0,alexa,ems-isd.net
1,qadars,4tyrghy7otqf.com
1,murofet,nvnzetl18a57awmukrbrnxnrewcxpsjtdy.ru
0,alexa,pentan.info
1,fobber,chkwtdxnwi.com
0,alexa,pkdcure.org
0,alexa,gingerrunnerstore.com
1,symmi,kouhehubwiernio.ddns.net
1,pykspa,memguguiwcymao.biz
1,rovnix,3vpgf6hp47jb3i41bd.net
1,gozi,werkepurgasecurus.com
1,cryptolocker,avwlgepxuhvx.org
0,alexa,px1shop.de
1,ranbyus,xaldfjrkdkbvxybud.pw
1,corebot,q67bcbw0781t7nc0wji.ddns.net
1,cryptolocker,gldfdtradbbbejg.info
1,tinba,gxxxbedntkhg.pw
1,fobber,pwmngzxkee.com
1,kraken,ylylutfow.cc
0,alexa,andy-wolf.com
1,ranbyus,mnhbrcighypyofbtf.net
0,alexa,fcye2tiajuana.blogspot.mx
1,emotet,flnvlcoppfyuqxrp.eu
1,ramnit,mnebirgifvlbuare.com
0,alexa,hdfilmifullizliyoruz.com
0,alexa,ajlo.com.mx
1,conficker,zkoal.us
0,alexa,amaury-grisel-shibari.tumblr.com
0,alexa,heroesfest.co
1,nymaim,syndication-phase.az
1,pushdo,migovilr.ru
0,alexa,pancakebot.com
0,alexa,dybees.info
1,murofet,rprirsoypnfuhwm.biz
0,alexa,biletbuldum.com
0,alexa,onconet.ru
0,alexa,caasimada.net
0,alexa,money-lifehack.com
0,alexa,theglitch.in
1,ramdo,yakoqecuogmyyeum.org
1,ramnit,nsvpvoadnihnv.com
0,alexa,tnnewsleaks.com
0,alexa,kowneawpaipetshop.com
1,necurs,uajbexwcmhghm.in
1,simda,kefalid.info
0,alexa,beauxthemes.com
0,alexa,remisesetprivileges.fr
1,gozi,dicendoquiintraresuper.com
0,alexa,healthyfamiliesbc.ca
0,alexa,pingvin.pro
1,padcrypt,mmcbdklbfcmaeaof.co.uk
0,alexa,lieqizhijia.net
0,alexa,mycaldwellcounty.com
0,alexa,ebooksreleases.com
0,alexa,sme-cloud.com
1,necurs,mbxbrfipyiih.so
1,symmi,nolierivi.ddns.net
0,alexa,noroopaint.com
0,alexa,dailycdr.com
0,alexa,atlantajewelerssupply.com
0,alexa,sexyboys.name
1,ranbyus,bifkudtmvimkprkey.cc
0,alexa,mdpj.jp
1,pykspa,ecigasuiwcymao.net
1,kraken,mkqmwgb.tv
0,alexa,ikanobank.dk
0,alexa,computersbooks.net
0,alexa,buybag.com.ua
0,alexa,vitalanimal.com
1,fobber,oddkjazqpo.com
0,alexa,ceosikkim.nic.in
1,pykspa,eqkkbwnansnan.cc
0,alexa,samsoniteindia.com
1,suppobox,visitheld.net
0,alexa,facetheory.com
1,gozi,venialiumpredicatorum.com
1,matsnu,patternseparatetellrushslice.com
0,alexa,ru-news.ru
0,alexa,insideworldfootball.com
1,cryptolocker,beoglovgbwfwufv.info
0,alexa,huiti.com
1,suppobox,betterinstead.net
0,alexa,cruiselines.com
0,alexa,sverigesingenjorer.se
1,kraken,qdniodse.tv
0,alexa,tasvs.com
0,alexa,swoonedmagazine.com
1,simda,mamitumyvig.eu
1,cryptolocker,hunkxtilshdg.ru
1,kraken,qtrnzak.dynserv.com
0,alexa,vistortech.com
1,matsnu,examplebeingspaceclaimpersuade.com
1,conficker,zixw.am
0,alexa,5030.ws
1,murofet,cirgizwshjvdyndzlnvivd.ru
0,alexa,vidpresso.com
0,alexa,aktuelkampanyalar.net
1,rovnix,dr3dfwnz3vhy5yu3g5.ru
0,alexa,intubatedzzvvtvi.online
1,corebot,onobodsdgfo87bava8u0q4w.ddns.net
1,ramnit,awempmvxhdrdbxficu.com
0,alexa,katsu-yagroup.com
0,alexa,jj-net.jp
0,alexa,searchprovider.org
0,alexa,gateau-au-yaourt.info
0,alexa,unimol.it
0,alexa,medivere.de
0,alexa,hidratorrent.com
0,alexa,inboundmarketingagents.com
1,cryptolocker,eicttaestsosdv.info
1,cryptolocker,fsxorektnbqjc.co.uk
1,symmi,xienqaqeaq.ddns.net
0,alexa,bigbigman.com
0,alexa,kafapresse.com
1,rovnix,ky4kvctlhvn4md8un6.net
1,simda,lyxesyn.su
1,qadars,24m0ac2g6ges.net
0,alexa,renault-duster.com.ua
0,alexa,vsdaria.com
0,alexa,altyaziburada.com
1,padcrypt,ebddfcffaacdbffa.online
1,symmi,waewciqi.ddns.net
0,alexa,libramemoria.com
0,alexa,water-research.net
1,symmi,kodemuolabbafe.ddns.net
0,alexa,ivf-infertility.com
0,alexa,esprit-foot.com
0,alexa,chansn.com
1,tinba,iulydooelfno.in
1,kraken,jpfpjolna.com
1,ramdo,cioceqcoouoiuwwe.org
0,alexa,toutech.tokyo
0,alexa,partist.ir
0,alexa,suchenacheinerhypothek.de
1,cryptolocker,vdhnaebgmried.org
1,gozi,veniascsimpliciterminni.com
1,vawtrak,allufowgeh.com
0,alexa,mostiks.ru
0,alexa,mpwin.co.in
0,alexa,broowaha.com
0,alexa,fickhub.at
1,necurs,gsqfobb.biz
1,matsnu,sourcebalancestringreference.com
0,alexa,finalreport.in
1,simda,pufuje.info
0,alexa,placebookmark.xyz
1,pushdo,girmupqi.ru
1,ramdo,ciaqoaayaiwiyaoc.org
1,gozi,autanidebitamcannulmer.com
1,tinba,rulbbvoggkps.biz
1,gozi,tchriscalumodovenviris.com
1,ranbyus,nqpeqtkbfhwomadab.me
1,necurs,hlkbabvwxdljbqojsc.co
1,matsnu,dutylistexchangeswimprogram.com
1,conficker,enpsln.com.jm
1,emotet,cfewybegcihqpner.eu
0,alexa,duanxinhongzha.com
0,alexa,seasonscoffee.co.uk
0,alexa,britishfilmfestival.com.au
1,matsnu,radiosurveyassociateasktake.com
1,symmi,amleawbiikhui.ddns.net
0,alexa,cuscom.de
0,alexa,chartsinfrance.net
0,alexa,bestpool24.de
1,padcrypt,anaeeklakbcflfak.website
0,alexa,t-o-o-o-l-d-f-o-r-t-h-i-s.tumblr.com
1,pushdo,nisupcaf.ru
1,padcrypt,cdffbofddclblcda.cc
1,qadars,gi8mcigus2wq.org
1,fobber,laatqcujel.com
0,alexa,totallyfreeclub.com
1,matsnu,channellandscaperingtree.com
0,alexa,relite.io
0,alexa,centralgatech.edu
1,matsnu,impressionresortsuggestsail.com
1,vawtrak,cunufserne.com
1,pushdo,wifilrug.ru
0,alexa,warrenjames.co.uk
0,alexa,izvolokna.ru
0,alexa,greekgamingsyndicate.com
1,simda,siriteb.info
0,alexa,serwisacerwarszawa.pl
1,matsnu,instruction-towel.com
0,alexa,grilloporteno.com
0,alexa,polymerprocessing.com
1,cryptolocker,ruypothxsvhqdy.biz
0,alexa,4technique.it
1,kraken,mbghmpkdl.cc
0,alexa,enterpriseflorida.com
0,alexa,bilitline.com
1,ramdo,kumiwkmcsccuouii.org
0,alexa,thalgo.fr
1,pushdo,tupdeote.ru
0,alexa,educarueca.org
0,alexa,n2nsoft.com
0,alexa,parisschoolofeconomics.com
1,matsnu,oilholdjumpplaceconnectfollow.com
1,padcrypt,lbmalfkblolbcebd.de
1,murofet,b28jqcwi15a57nzjzbtbuhqg43breyc19euev.biz
1,emotet,befcwpguldvvyefx.eu
0,alexa,newsexaminer.net
0,alexa,77ds.com
0,alexa,indirfilmi.com
1,nymaim,releasesengineering.am
0,alexa,lehren.com
0,alexa,sexobyte.com
0,alexa,food.ba
1,cryptolocker,pwktjwsgomdm.ru
0,alexa,qovod.net
1,corebot,3hofkrujcfi072s.ddns.net
0,alexa,playdraft.com
1,pykspa,xdngsgn.org
0,alexa,maswings.com.my
1,kraken,lwcyod.net
1,ramdo,aeymkeoioagsqccs.org
0,alexa,europenews.dk
1,gozi,omnibusclavisfreely.com
0,alexa,tenonedesign.com
0,alexa,hotmomsonsex.com
1,kraken,arwjwlwpkn.yi.org
0,alexa,ikmanlink.lk
0,alexa,earthnews2016.com
0,alexa,xiaoyida.com
0,alexa,51nsssy.top
1,symmi,okmoesexa.ddns.net
1,ramnit,kwykgayjpertekksdrc.com
1,nymaim,titanspain.com
1,emotet,invphmmiymtvliwo.eu
0,alexa,donewdieting.com
1,necurs,uocasadwgsyspeicb.net
1,corebot,eraropg6o4o67turkdi.ddns.net
1,ranbyus,jixqwubsijwdspudo.su
0,alexa,bitcoiners24.online
1,cryptolocker,ijmvhvphsdujcu.net
0,alexa,instanthost.uk
0,alexa,uxblock.com
0,alexa,henriette-waesche.de
1,kraken,alpwyzdjbike.dynserv.com
0,alexa,interninglsdsc.online
0,alexa,sssproductions.net
0,alexa,naplesarea.com
0,alexa,getrave.com
0,alexa,gutgesel.sk
0,alexa,somostodoseducadores.com.br
0,alexa,radioneandertal.de
0,alexa,cookiescript.info
1,nymaim,validity-estonia.com
1,gozi,facitindlocintroitum.com
0,alexa,sodiumdental.com
0,alexa,dhakamobilebd.com
0,alexa,trailerloop.de
0,alexa,ibjjf.org
0,alexa,benro.cn
0,alexa,streamnowtv.com
0,alexa,centraldopilates.blogspot.com.br
0,alexa,internetrecht-rostock.de
1,emotet,vadgcwrubkuhirds.eu
0,alexa,altroaffitto.it
1,tinba,tqtsgfeterkw.com
0,alexa,yamitranslations.com
0,alexa,hearttouchinglyrics.com
1,emotet,tiivamelvewxrwmk.eu
1,dircrypt,yfvnawnvuib.com
1,nymaim,teachers-pike.cm
